DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
NG201800000839,NGGE7AFL,NG,2018.0,839.0,NG2018DHS,4242.720703125,4844.84228515625,5537.03125,171.58334350585938,150.64166259765625,165.99166870117188,144.1666717529297,52.659847259521484,46.470436096191406,49.06157684326172,42.09245681762695,0.0,0.0,0.00020667928485916211,32.55400085449219,30.280000686645508,31.13888931274414,30.920000076293945,10.25,9.550000190734863,9.341667175292969,9.766666412353516,-9999,2711,2740,2715,2707,2915,3081,3062,0.0,0.0,0.0,0.0,31.625,1633.304931640625,6.0,0.0,0.0,0.24050067869740951,0.3919332254807293,27.010000228881836,25.919546127319336,26.80069351196289,26.323999404907227,20.581504821777344,471.895263671875,-1.0,81.25544738769531,2.5076961517333984,22.668636322021484,0.4740036129951477,0.47964826226234436,0.36050286889076233,0.29781824350357056,0.5272794365882874,0.5195562243461609,0.3348291218280792,0.26704323291778564,31.650001525878906,31.65833282470703,31.791667938232422,31.725000381469727,26.491666793823242,26.858333587646484,27.08333396911621,26.808334350585938,21.400001525878906,22.108333587646484,22.450000762939453,21.95833396911621,0.035165593541901685,21.465999603271484,21.559091567993164,22.462499618530273,21.72800064086914,3.258333444595337,3.241666793823242,3.383333444595337,3.4250001907348633,96214.59090909091,7883.919921875,134323.08653846153,2186,2353,2479,2290,2216,2163,1793,0.023874089121818542,0.0,0.0,0.0,28.834999084472656,25.73699951171875,27.618000030517578,28.750999450683594,27.59000015258789,25.88800048828125,26.80099868774414,29.246000289916992,27.785999298095703,27.70400047302246,26.696001052856445,26.121999740600586,43.9375,8.9375,34.978902180989586,39.742679850260416,45.38290201822917,51.866825358072916,4937.15576171875,5526.92724609375,6212.732421875,6981.294921875,360.63958740234375,403.72003173828125,453.8153381347656,509.955810546875,10.763333320617676,10.817500114440918,11.09333324432373,10.81916618347168
NG201800000840,NGGE7AFL,NG,2018.0,840.0,NG2018DHS,7356.0087890625,8399.9638671875,9600.078125,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0,0.0,0.0,31.63599967956543,30.372222900390625,31.760000228881836,30.863332748413086,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,2750.0,2763.0,2756.0,2807.0,3021.0,3179.0,3149.0,0.0,0.0,0.0,0.0,26.4,1681.7747802734375,6,0.0,0.0,0.2303306849851838,0.38679909215027114,26.1918888092041,26.04020118713379,26.76954460144043,26.226667404174805,21.838289388020833,371.08522135416666,-1.0,85.51858723958334,0.0,21.74037882486979,0.5102214217185974,0.5263857245445251,0.39985647797584534,0.346994012594223,0.5897197723388672,0.6020127534866333,0.38661685585975647,0.32989534735679626,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.747777938842773,21.708181381225586,21.779090881347656,21.59000015258789,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,103268.89423076923,9584.958533653846,134747.38636363635,2114.0,2370.0,2459.0,2287.0,2121.0,2142.0,1706.0,0.03080744743347168,0.0,0.0,0.0,28.873998641967773,25.78299903869629,27.590999603271484,28.73900032043457,27.52400016784668,25.89099884033203,26.8179988861084,29.279998779296875,27.828998565673828,27.74799919128418,26.756000518798828,26.242000579833984,134.4,7.533333333333333,68.58155822753906,77.92167663574219,88.98021697998047,101.69293975830078,4677.74853515625,5236.5302734375,5886.302734375,6614.486328125,364.46767578125,408.0052734375,458.632421875,515.3689127604167,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000841,NGGE7AFL,NG,2018.0,841.0,NG2018DHS,5278.43359375,6027.54150390625,6888.7041015625,171.58334350585938,150.64166259765625,165.99166870117188,144.1666717529297,52.659847259521484,46.470436096191406,49.06157684326172,42.09245681762695,0.0,0.0,0.0,30.99222183227539,28.59600067138672,28.70400047302246,30.392499923706055,10.25,9.550000190734863,9.341667175292969,9.766666412353516,-9999,2814.0,2747.0,2769.0,3008.0,3389.0,3437.0,3461.0,0.0,0.0,0.0,0.0,32.93333333333333,1633.304931640625,6.0,0.0,0.0,0.2593837056983835,0.4127531247033486,25.942020416259766,24.961999893188477,25.39699935913086,26.014583587646484,20.620556640625,215.57073567708332,-1.0,54.494303385416664,0.0,21.037166341145834,0.5271036028862,0.5380378365516663,0.41939792037010193,0.34739384055137634,0.6213492751121521,0.6229743957519531,0.41425082087516785,0.3304293155670166,31.650001525878906,31.65833282470703,31.791667938232422,31.725000381469727,26.491666793823242,26.858333587646484,27.08333396911621,26.808334350585938,21.400001525878906,22.108333587646484,22.450000762939453,21.95833396911621,0.0,20.89181900024414,21.327999114990234,22.09000015258789,21.636667251586914,3.258333444595337,3.241666793823242,3.383333444595337,3.4250001907348633,84562.15384615384,5359.457932692308,123304.96590909091,2328,2531,2649,2335,2239,2148,1950,0.02041925589243571,0.0,0.0,0.0,28.790998458862305,25.740999221801758,27.524999618530273,28.635000228881836,27.483999252319336,25.886999130249023,26.86199951171875,29.185001373291016,27.80099868774414,27.617000579833984,26.69500160217285,26.135000228881836,82.2,6.933333333333334,47.73754069010417,54.23890787760417,61.93641764322917,70.78535970052083,5296.29296875,5928.912109375,6664.6171875,7489.10400390625,412.59508463541664,461.877734375,519.1910481770833,583.4207682291667,10.763333320617676,10.817500114440918,11.09333324432373,10.81916618347168
NG201800000842,NGGE7AFL,NG,2018.0,842.0,NG2018DHS,3429.959716796875,3916.735107421875,4476.32470703125,171.58334350585938,150.64166259765625,165.99166870117188,144.1666717529297,52.659847259521484,46.470436096191406,49.06157684326172,42.09245681762695,0.0,0.0,0.0,29.552000045776367,28.078332901000977,28.560909271240234,29.957500457763672,10.25,9.550000190734863,9.341667175292969,9.766666412353516,-9999,2875.0,2817.0,2868.0,3115.0,3206.0,3227.0,3226.0,0.0,0.0,0.0,0.0,35.5625,1633.304931640625,5,0.0,0.0,0.26384324671341247,0.4181834360559186,25.22281837463379,24.819622039794922,25.060455322265625,25.783750534057617,24.013147354125977,208.5867156982422,-1.0,66.46969604492188,1.6621750593185425,20.818145751953125,0.5065322518348694,0.5173689126968384,0.44540804624557495,0.3394640386104584,0.5891132950782776,0.5850303769111633,0.45477792620658875,0.32265836000442505,31.650001525878906,31.65833282470703,31.791667938232422,31.725000381469727,26.491666793823242,26.858333587646484,27.08333396911621,26.808334350585938,21.400001525878906,22.108333587646484,22.450000762939453,21.95833396911621,0.0,20.89363670349121,21.560909271240234,21.559999465942383,21.610000610351562,3.258333444595337,3.241666793823242,3.383333444595337,3.4250001907348633,74890.63068181818,1244.867938701923,134913.99107142858,2197,2411,2454,2290,2203,2090,1785,0.04640229046344757,0.0,0.0,0.0,28.795000076293945,25.760000228881836,27.480998992919922,28.597000122070312,27.382999420166016,25.89900016784668,26.85700035095215,29.208999633789062,27.809999465942383,27.623001098632812,26.696001052856445,26.173999786376953,49.6875,13.75,28.178096226283483,32.015672956194194,36.559291294642854,41.782566615513396,5648.25048828125,6322.908203125,7107.5029296875,7986.78076171875,412.5950927734375,461.87774658203125,519.1910400390625,583.4207763671875,10.763333320617676,10.817500114440918,11.09333324432373,10.81916618347168
NG201800000843,NGGE7AFL,NG,2018.0,843.0,NG2018DHS,3990.56494140625,4556.900390625,5207.95068359375,171.58334350585938,150.64166259765625,165.99166870117188,144.1666717529297,52.659847259521484,46.470436096191406,49.06157684326172,42.09245681762695,0.0005977052407195935,0.0009867925770007647,0.0016175548617656415,29.190000534057617,27.441999435424805,27.935455322265625,28.262500762939453,10.25,9.550000190734863,9.341667175292969,9.766666412353516,-9999,3246.0,3116.0,3097.0,3101.0,3564.0,3629.0,3686.0,0.0,0.0,0.0,0.0,36.6875,1633.304931640625,5,0.0,0.0,0.268241302420395,0.4234281980583611,24.645999908447266,24.461000442504883,24.905227661132812,24.999250411987305,18.659818649291992,139.14547729492188,-1.0,50.56153869628906,0.0,16.63059425354004,0.5092828273773193,0.5135761499404907,0.4271661341190338,0.33841705322265625,0.6158611178398132,0.6039896607398987,0.44179949164390564,0.32976722717285156,31.650001525878906,31.65833282470703,31.791667938232422,31.725000381469727,26.491666793823242,26.858333587646484,27.08333396911621,26.808334350585938,21.400001525878906,22.108333587646484,22.450000762939453,21.95833396911621,0.0,20.101999282836914,21.479999542236328,21.875,21.736000061035156,3.258333444595337,3.241666793823242,3.383333444595337,3.4250001907348633,71825.34615384616,12091.494791666666,123333.52884615384,2363,2541,2621,2411,2363,2212,2032,0.0,0.0,0.0,0.0,28.644001007080078,25.684999465942383,27.399999618530273,28.496000289916992,27.336999893188477,25.784000396728516,26.735000610351562,29.038999557495117,27.663999557495117,27.51099967956543,26.63599967956543,26.076000213623047,72.125,12.375,33.18274943033854,37.701904296875,43.05250651041667,49.20347493489583,4154.94921875,4651.58154296875,5229.1669921875,5876.5,303.45819091796875,339.72991943359375,381.9140625,429.19232177734375,10.763333320617676,10.817500114440918,11.09333324432373,10.81916618347168
NG201800000844,NGGE7AFL,NG,2018.0,844.0,NG2018DHS,4062.007080078125,4638.4814453125,5301.1875,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0,0.0,0.00023277713493867353,31.717500686645508,29.961999893188477,29.687999725341797,29.961999893188477,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,2799.0,2779.0,2806.0,2718.0,3001.0,3351.0,3326.0,0.0,0.0,0.0,0.0,25.666666666666668,1681.7747802734375,6,0.0,0.0,0.2436190024023149,0.40094280871658056,26.24774932861328,25.6214542388916,25.816999435424805,25.794889450073242,19.3418701171875,343.8416341145833,-1.0,75.329638671875,0.0,20.25053507486979,0.5345234274864197,0.5464428067207336,0.4055938720703125,0.36201393604278564,0.6348508596420288,0.6416221261024475,0.3944622874259949,0.3496107757091522,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.777999877929688,21.280908584594727,21.945999145507812,21.627777099609375,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,102480.01785714286,6188.076923076923,129481.36607142857,2137.0,2417.0,2549.0,2237.0,2143.0,2145.0,1763.0,0.02553555965423584,0.0,0.0,0.0,28.826000213623047,25.812999725341797,27.55900001525879,28.69500160217285,27.5,25.88800048828125,26.841999053955078,29.229999542236328,27.816999435424805,27.67500114440918,26.71500015258789,26.19300079345703,162.13333333333333,19.866666666666667,36.394002278645836,41.35049641927083,47.21890462239583,53.96513671875,4629.07373046875,5182.04296875,5825.052734375,6545.65673828125,360.63958333333335,403.7200520833333,453.81536458333335,509.95582682291666,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000845,NGGE7AFL,NG,2018.0,845.0,NG2018DHS,4545.0751953125,5190.10595703125,5931.62255859375,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0,0.0,0.0005562707189131867,31.68777847290039,29.58799934387207,30.606000900268555,30.235000610351562,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,3046.0,3065.0,3066.0,3136.0,3364.0,3414.0,3453.0,0.0,0.0,0.0,0.0,23.4,1681.7747802734375,6,0.0,0.0,0.22453592299452363,0.3864211920785172,26.216888427734375,25.392637252807617,26.1370906829834,25.776945114135742,20.794140625,266.23997395833334,-1.0,78.46334635416666,0.09327999750773112,20.318233235677084,0.505280613899231,0.5282116532325745,0.3780880570411682,0.349479615688324,0.5812703967094421,0.6097910404205322,0.3572980761528015,0.33438125252723694,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.746000289916992,21.19727325439453,21.668182373046875,21.318889617919922,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,119149.69230769231,18150.373579545456,119096.98076923077,1965,2313,2543,2208,1993,2170,1741,0.030460927883783975,0.0,0.0,1.0,28.72800064086914,25.64299964904785,27.35999870300293,28.55900001525879,27.33799934387207,25.732999801635742,26.64299964904785,29.14299964904785,27.679000854492188,27.548999786376953,26.56599998474121,26.05500030517578,151.73333333333332,10.933333333333334,40.538705008370535,46.05967494419643,52.59639195033482,60.110913957868306,6014.0322265625,6732.4140625,7567.81640625,8504.029296875,468.5922526041667,524.5660481770833,589.6576171875,662.6041015625,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000846,NGGE7AFL,NG,2018.0,846.0,NG2018DHS,4193.07568359375,4788.1513671875,5472.2412109375,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0002745656529441476,0.0002745656529441476,0.0014731830784252711,30.921112060546875,29.171817779541016,30.542726516723633,29.612499237060547,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,3533.0,3503.0,3459.0,3351.0,3557.0,3707.0,3677.0,0.0,0.0,0.0,0.0,27.0,1681.7747802734375,6,0.0,0.0,0.2069965054011387,0.3615064345590231,25.62646484375,25.4259090423584,25.943363189697266,25.048250198364258,3.656681878226144,377.85770089285717,-1.0,115.78692626953125,0.49128314426967074,3.105985369001116,0.46453267335891724,0.49444863200187683,0.337099552154541,0.32730135321617126,0.5199952125549316,0.5605853796005249,0.30725911259651184,0.3094770014286041,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.331817626953125,21.68000030517578,21.3439998626709,20.483999252319336,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,131472.45833333334,25115.73076923077,107820.58928571429,1914.0,2194.0,2613.0,2181.0,1923.0,2154.0,1698.0,0.09935282809393746,0.0,0.0,1.0,28.784000396728516,25.672000885009766,27.173999786376953,28.70400047302246,27.281999588012695,25.823999404907227,26.597999572753906,29.176000595092773,27.672000885009766,27.53499984741211,26.53700065612793,26.128999710083008,83.92857142857143,9.785714285714286,37.550662994384766,42.66468811035156,48.719600677490234,55.680233001708984,5292.7265625,5924.9482421875,6660.154296875,7484.0810546875,441.88497488839283,494.6685267857143,556.05029296875,624.8391462053571,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000847,NGGE7AFL,NG,2018.0,847.0,NG2018DHS,3227.6455078125,3685.708251953125,4212.2900390625,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0,0.0001052474298586066,0.004956840322567866,30.939090728759766,29.641111373901367,30.651817321777344,29.604999542236328,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,3014,2972,2928,3159,3527,3598,3568,0.0,0.0,0.0,0.0,24.266666666666666,1681.7747802734375,6,0.0,0.0,0.2171769076059747,0.3725793518650989,25.5509090423584,25.4273738861084,26.0509090423584,25.19499969482422,4.5498906453450525,499.04241536458335,-1.0,202.22413736979166,0.392847474416097,3.344868469238281,0.4906839430332184,0.5015475153923035,0.3340587019920349,0.3284582495689392,0.591877818107605,0.6029407382011414,0.3180006444454193,0.3239964544773102,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.16272735595703,21.21363639831543,21.450000762939453,20.78499984741211,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,128971.58333333333,16512.65848214286,108200.49038461539,1926,2200,2623,2190,1938,2197,1746,0.04638773202896118,0.0,0.0,1.0,28.80499839782715,25.692001342773438,27.302000045776367,28.73900032043457,27.397998809814453,25.8799991607666,26.641000747680664,29.204999923706055,27.690000534057617,27.589000701904297,26.5570011138916,26.10900115966797,134.13333333333333,12.666666666666666,27.076409476143972,30.763946533203125,35.12992204938616,40.14898245675223,5344.869140625,5983.3193359375,6725.7685546875,7557.81298828125,416.42438151041665,466.16669921875,524.01171875,588.8371744791667,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000848,NGGE7AFL,NG,2018.0,848.0,NG2018DHS,4752.697265625,5427.193359375,6202.58349609375,171.58334350585938,150.64166259765625,165.99166870117188,144.1666717529297,52.659847259521484,46.470436096191406,49.06157684326172,42.09245681762695,0.0,0.0,0.0,31.927499771118164,29.691999435424805,29.828182220458984,30.116666793823242,10.25,9.550000190734863,9.341667175292969,9.766666412353516,-9999,2907.0,3006.0,3109.0,3122.0,3308.0,3363.0,3382.0,0.0,0.0,0.0,0.0,33.75,1633.304931640625,6,0.0,0.0,0.2453345610469029,0.39722365114339153,26.255416870117188,25.552818298339844,25.888090133666992,25.988889694213867,19.20819854736328,253.2604522705078,-1.0,76.4572982788086,0.0,19.578516006469727,0.5280612707138062,0.5405502915382385,0.40272340178489685,0.35604754090309143,0.6223297715187073,0.6296734809875488,0.3907603323459625,0.34149953722953796,31.650001525878906,31.65833282470703,31.791667938232422,31.725000381469727,26.491666793823242,26.858333587646484,27.08333396911621,26.808334350585938,21.400001525878906,22.108333587646484,22.450000762939453,21.95833396911621,0.0035071881680653013,20.58333396911621,21.413637161254883,21.947999954223633,21.86111068725586,3.258333444595337,3.241666793823242,3.383333444595337,3.4250001907348633,96355.125,1814.8200120192307,124873.06818181818,2165.0,2354.0,2629.0,2275.0,2189.0,2196.0,1911.0,0.02989738993346691,0.0,0.0,0.0,28.740999221801758,25.75,27.545000076293945,28.649999618530273,27.488000869750977,25.878999710083008,26.83799934387207,29.189001083374023,27.792999267578125,27.630001068115234,26.70400047302246,26.131999969482422,62.75,28.4375,41.02001517159598,46.606532505580354,53.22086443219866,60.82460675920759,5183.708984375,5802.9130859375,6522.97021484375,7329.92041015625,378.5843200683594,423.80694580078125,476.3952331542969,535.3296508789062,10.763333320617676,10.817500114440918,11.09333324432373,10.81916618347168
NG201800000849,NGGE7AFL,NG,2018.0,849.0,NG2018DHS,5684.8330078125,6491.61669921875,7419.08203125,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0,0.00019194739538111856,0.009544417262077332,30.56999969482422,29.677499771118164,30.947778701782227,30.272499084472656,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,3228.0,3188.0,3106.0,3328.0,3467.0,3670.0,3641.0,0.0,0.0,0.0,0.0,21.0,1681.7747802734375,6,0.0,0.0,0.22426928467196888,0.3861641388622443,25.36090850830078,25.50556755065918,26.313434600830078,25.84225082397461,18.642353057861328,357.354248046875,-1.0,69.79731750488281,0.2055080384016037,19.14030647277832,0.5191807150840759,0.5361624956130981,0.37662360072135925,0.3621138334274292,0.6069450378417969,0.6269910335540771,0.3552103638648987,0.3514902591705322,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.151817321777344,21.333637237548828,21.67909049987793,21.41200065612793,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,118735.125,12951.8125,118245.66666666667,2098,2280,2523,2224,2066,2187,1764,0.06239061802625656,0.0,0.0,3.0,28.81599998474121,25.78299903869629,27.42099952697754,28.70800018310547,27.573999404907227,25.83799934387207,26.75,29.20600128173828,27.775999069213867,27.586000442504883,26.60700035095215,26.134000778198242,166.875,1.625,44.49139404296875,50.55067443847656,57.724754333496094,65.97196960449219,6415.5283203125,7181.869140625,8073.04296875,9071.7568359375,468.59228515625,524.5660400390625,589.6575927734375,662.6041259765625,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000850,NGGE7AFL,NG,2018.0,850.0,NG2018DHS,10902.896484375,12450.2216796875,14229.001953125,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.0009166962866272245,0.001323919211115156,0.0030627333159957615,30.973636627197266,28.818889617919922,30.58799934387207,30.772499084472656,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,3210,3192,3258,3198,3427,3480,3493,0.0,0.0,0.0,0.0,28.25,1681.7747802734375,6,0.0,0.0,0.2258231979431886,0.3714134863754624,25.845151901245117,25.24989891052246,25.994455337524414,25.670249938964844,21.134872436523438,406.9110412597656,-1.0,83.35018920898438,0.4445318579673767,20.63786506652832,0.5296920537948608,0.5280253291130066,0.34124743938446045,0.3381047546863556,0.6252946257591248,0.6112634539604187,0.3089050054550171,0.3190239667892456,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.71666717529297,21.680908203125,21.400909423828125,20.56800079345703,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,121063.54166666667,6913.158052884615,114859.78571428571,2104,2266,2593,2167,2040,2194,1804,0.06644861400127411,0.0,0.0,0.0,28.81599998474121,25.78299903869629,27.42099952697754,28.70800018310547,27.573999404907227,25.83799934387207,26.75,29.20600128173828,27.775999069213867,27.586000442504883,26.60700035095215,26.134000778198242,60.0625,7.125,92.63790893554688,105.25425720214844,120.19180297851562,137.36375427246094,5996.58349609375,6712.88916015625,7545.85546875,8479.3515625,437.941650390625,490.2548522949219,551.0879516601562,619.2628173828125,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
NG201800000851,NGGE7AFL,NG,2018.0,851.0,NG2018DHS,18947.34765625,21636.330078125,24727.541015625,164.10833740234375,144.0416717529297,158.85000610351562,138.5833282470703,48.14914321899414,43.53904342651367,45.38571548461914,39.22169876098633,0.00165025530649083,0.0029605041657175335,0.004052421876362392,30.83909034729004,29.552000045776367,30.22800064086914,30.772499084472656,10.100000381469727,9.40000057220459,9.241666793823242,9.616666793823242,-9999,2976,3012,3122,3021,3016,3036,3060,0.0,0.0,0.0,0.0,28.25,1681.7747802734375,6,0.0,0.0,0.2319695828033254,0.38037608449231913,25.542545318603516,25.61736297607422,26.150999069213867,26.054250717163086,19.175006866455078,291.47998046875,-1.0,72.82220458984375,0.07489044219255447,19.123987197875977,0.5351816415786743,0.538024365901947,0.36374804377555847,0.35221296548843384,0.6357467770576477,0.6289007663726807,0.3382824659347534,0.337079793214798,32.07500076293945,32.07500076293945,32.18333435058594,32.16666793823242,27.0,27.34166717529297,27.55000114440918,27.34166717529297,21.975000381469727,22.67500114440918,22.941667556762695,22.55000114440918,0.0,20.246000289916992,21.682727813720703,22.073999404907227,21.336000442504883,3.4083333015441895,3.308333396911621,3.5,3.5333333015441895,116363.53571428571,6767.5625,119678.15625,2082,2264,2572,2182,2046,2163,1782,0.060398656874895096,0.0,0.0,0.0,28.743999481201172,25.73200035095215,27.413000106811523,28.604999542236328,27.441999435424805,25.743999481201172,26.6820011138916,29.130001068115234,27.732999801635742,27.555999755859375,26.58099937438965,26.076000213623047,50.0625,6.25,173.48301478794642,197.10967145647322,225.08318219866072,257.24110630580356,6289.12939453125,7040.3740234375,7913.9853515625,8893.0234375,459.310546875,514.17578125,577.977783203125,649.4793090820312,9.818333625793457,9.794166564941406,10.122499465942383,9.741666793823242
