DHSID,DHSYEAR,DHSCLUST,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
KE202200000787,2022,787,132.6089172,150.8924561,172.1472015,196.5723419,234.4953766,3.025870085,2.842632294,4.684509754,4.20523262,6.310198307,46.79453278,44.26907349,43.77397156,43.90651703,42.73668671,12.66566849,12.10512161,11.76631927,12.22446537,11.64914703,1,526.1152344,0.086737625,0.099709608,0.116103761,0.107170656,0.139750645,0,0,0,0,0,42.56944656,1,2.245993614,0.035575438,0.069124669,0.162313566,0.242486402,0.391988575,36.09499359,35.02005768,35.04965973,35.1167984,34.63381958,0.154413149,0.035146911,14.58237267,0,4.074915409,0.113885626,0.043183792,0.063253388,0.052291043,0.068172738,0.066273861,0.021612067,0.032898519,0.027000776,0.037634015,35.26080704,35.47409058,35.3227005,35.5800209,35.13109207,28.90041924,29.39444542,29.41127205,29.44508171,29.28279877,22.59513855,23.36896706,23.55638123,23.35555458,23.48194504,0.087907493,25.39545441,25.77104187,26.32534599,26.32708359,26.53095436,5.980483532,6.223538876,6.057089329,6.181872368,5.935431004,18.09616661,17.69123268,28.37449455,25.9962101,37.4537468,51.11794281,126.361702,161.5288849,167.0891724,283.0653992,28.52439117,29.36247253,30.11102295,29.66679001,29.6125679,29.12479782,28.50577736,28.74579048,29.6618042,30.21748924,29.17767906,28.52540016,6.473632813,802.4428101,909.5044556,1051.303345,945.5136108,1214.311768,858.3269043,1009.18927,1183.059082,1378.724121,1581.448853,39.95653152,46.97941971,55.07334518,64.18187714,73.61904907,5.367990494,5.349424362,8.377510071,6.910655499,9.278471947
KE202200000788,2022,788,45.03572845,51.24505615,58.46344376,66.75854492,73.13717651,2.87378788,2.772268772,4.422760487,4.050773144,5.997145653,46.50570679,44.02248764,43.62935257,43.89777756,42.763134,12.63589478,12.07578182,11.73229218,12.19445896,11.61665249,1,495.3613281,0.103651769,0.11451979,0.124169156,0.117574595,0.149970666,0,0,0,0,0,35.18630981,1,2.604380369,0.042870827,0.086909354,0.198163733,0.277700067,0.449694782,35.74309921,34.70599747,34.8086586,34.93748856,34.48717499,0.098619699,0.030347379,3.231481075,0,1.591541648,0.137738645,0.056163631,0.075022876,0.05947068,0.077282861,0.084351964,0.0289519,0.039909866,0.031234203,0.043625966,35.32756042,35.53962708,35.38824081,35.65140533,35.19859695,28.98204613,29.47500038,29.49168205,29.53339195,29.3680706,22.69166756,23.46384621,23.65594673,23.45694351,23.58194542,0.010321317,24.98049164,25.38950157,25.98796272,25.97719955,26.21121597,6.015523911,6.257190704,6.089786053,6.216912746,5.965784073,17.28734016,17.34661484,26.93366623,25.18330574,35.77767563,50.94440079,119.6940308,151.7708893,173.4785919,288.927002,28.57435608,29.40320778,30.09794617,29.67733002,29.62543106,29.08809471,28.45452881,28.71158981,29.60987282,30.17651558,29.21370316,28.53057671,15.41503906,145.3471375,309.3864441,313.8009033,154.9691925,162.8225403,760.1946411,893.80896,1047.800293,1221.094971,1400.642334,35.38831329,41.60827637,48.77682877,56.84397888,65.20220184,5.287721157,5.378527164,8.24570179,6.83335495,9.132846832
KE202200000789,2022,789,73.75145721,83.91999054,95.74097443,109.3252029,157.3081055,3.179744959,2.9137609,4.949100018,4.361452579,6.626468658,47.42060471,45.12815857,44.49343872,44.48986053,43.32399368,12.69544315,12.13446236,11.80034733,12.25447083,11.68164063,1,523.6210938,0.072819315,0.088794269,0.108848266,0.095642537,0.132880747,0,0,0,0,0,34.27087021,1,1.672572613,0.035915278,0.072750315,0.17317231,0.256155342,0.402950674,36.61551285,35.69124985,35.60515594,35.64090347,35.15270996,0.540748477,0.047256079,36.88619995,0,16.49858475,0.122359239,0.046664078,0.071731232,0.057647698,0.073543742,0.072443277,0.023481729,0.038001046,0.030039867,0.041122101,35.19405365,35.40855026,35.257164,35.50864029,35.06358719,28.81879425,29.31388855,29.33086014,29.35677147,29.19752693,22.49861145,23.27408791,23.45681381,23.25416565,23.38194466,0.036316514,25.81041527,26.25434113,26.71687508,26.7919445,26.98142815,5.945442677,6.189887047,6.024392605,6.146831512,5.905078411,18.90499115,18.03585052,29.81532097,26.80911446,39.12981796,49.54139328,131.2700195,168.9786224,153.8736572,267.3703003,28.46990967,29.29653168,30.1446743,29.6978054,29.59487724,29.18622971,28.6024189,28.80862045,29.75786972,30.30595016,29.18146324,28.53593254,10.57519531,348.4307251,422.1036987,487.4710693,332.8791809,366.1296692,1210.380127,1423.120483,1668.305176,1944.224609,2230.099365,56.34518814,66.24860382,77.66235352,90.5068512,103.8147964,5.448259354,5.320321083,8.509318352,6.98795557,9.424097061
KE202200000790,2022,790,40.81443787,46.44175339,52.98354721,60.50112915,65.4701767,2.24026823,2.468014956,3.480203867,3.523712158,4.476713657,43.63489914,43.04970932,41.99638748,41.37055588,39.30065918,12.85830498,12.08936691,11.62223721,12.34686089,11.59075546,1,380.2988281,0.066610985,0.100620486,0.08340127,0.087175347,0.127891317,0,0,0,0,0,31.96396255,1,0,0.034500089,0.092965394,0.206240505,0.175076827,0.450036913,34.48923492,33.98077393,33.86946869,33.79270172,33.07666779,10.67613792,2.768818378,9.65451622,0,26.92492867,0.151622832,0.064422473,0.094580024,0.071551085,0.085103683,0.097448558,0.036109038,0.055179246,0.040254749,0.051389299,35.67631912,35.74516678,35.58657455,35.99631119,35.41879272,29.22340775,29.67727089,29.74969673,29.80460167,29.60635185,22.81801224,23.65580177,23.9643383,23.6494503,23.82803917,0,25.34357452,24.91184044,25.74254608,26.21484947,26.85267258,5.971817017,6.183029652,6.028616905,6.188238144,5.907783508,13.37847233,15.25980854,20.98081589,21.8055706,26.44745445,83.19293976,210.7993469,222.0713959,192.9114532,247.4538269,28.91630745,29.50777054,30.58103561,30.06102562,29.6656208,29.14656639,28.61718559,28.47154617,29.66830635,30.72408867,29.75132751,29.0599308,39.47167969,134.4759369,616.6577759,510.5204773,418.1582031,582.8450317,475.5820618,559.171936,655.5097656,763.9239502,876.2497559,22.14756775,26.04029655,30.52669144,35.57547379,40.80641937,4.724889755,5.11692524,7.210028648,6.243014812,8.142176628
KE202200000791,2022,791,15.83366108,18.01673698,20.55457878,23.47097015,25.07995224,2.191716909,2.412688732,3.426007986,3.536029816,4.417264938,45.76811981,44.29673767,43.65373993,43.26854324,43.54373169,12.79732323,12.26535034,11.83980083,12.36736107,11.765625,1,379.2919922,0.084237501,0.099996589,0.11100509,0.113410875,0.122666121,0,0,0,0,0,25.28181267,1,0,0.023412321,0.064101547,0.159701481,0.08760003,0.355481952,35.60840225,35.01572418,35.00190353,34.83702469,35.32240295,0.083127409,0.043316189,2.058310747,0,1.243266463,0.131736532,0.060551267,0.047671136,0.043148749,0.068722203,0.080927372,0.032215059,0.024327163,0.022194218,0.038692616,35.87566376,36.07608795,35.90526581,36.25018692,35.78744125,29.45419502,29.91938782,29.96891022,30.04709244,29.88450623,23.07834244,23.8107357,24.06546593,23.88282776,24.02181816,0,25.4486866,25.73471069,26.35006905,26.40550995,27.10107803,6.100911617,6.319184303,6.15750885,6.307219505,6.03945303,13.37147045,15.2462244,21.09567451,22.30251694,26.67786407,91.21259308,155.5410461,168.0150299,163.1327972,243.9560089,28.45995712,28.83364868,29.1478138,28.57087135,28.08049965,27.30667686,26.75083733,26.68327713,27.36460114,28.51005363,28.63020897,28.18195724,203.4472656,62.50374603,91.08705902,104.5108795,86.62758636,98.60131836,416.9680481,490.2557373,574.7202148,669.7727051,768.2546997,19.41054916,22.82221031,26.75417137,31.17902184,35.76351929,4.465928555,4.973356247,6.667767525,6.148869991,7.650577068
KE202200000792,2022,792,144.5463104,164.4757233,187.6437988,214.2676849,209.1235352,2.19314456,2.455386162,3.443075418,3.481639147,4.349617004,33.47181702,34.24840164,33.50003433,32.89284897,32.6150322,12.85060787,12.11532116,11.64171028,12.34197044,11.60490513,NA,368.8564453,0.006206817,0.023841145,0.018872743,0.014668575,0.038357366,0,0,0,0,0,28,1,0,0.037196532,0.093710601,0.221711174,0.16746895,0.457307518,29.50388336,29.85255241,29.84237862,29.55923653,29.84053802,41.73543549,41.72387695,371.2774963,0,180.4233398,0.127498657,0.05140711,0.070642479,0.058418754,0.073122136,0.077735104,0.027605716,0.038752798,0.031660859,0.04271622,35.7289505,35.81605911,35.65139008,36.05837631,35.49318695,29.27925301,29.73459244,29.80672836,29.86866379,29.67322159,22.87834167,23.70073891,24.00967979,23.71640587,23.88828087,0,25.5359478,25.45670128,26.1847229,26.22562408,27.06604195,5.991840363,6.2004776,6.045573235,6.206380367,5.926128387,13.14097214,15.22456646,20.81536484,21.60837746,25.77639008,NA,NA,NA,NA,576.6715088,28.95518112,29.55091667,30.67941284,30.1780777,29.76397324,29.21216965,28.66209412,28.55528259,29.76773071,30.90617561,29.87865448,29.13490677,89.94824219,250.4853668,329.3977356,386.4241028,371.2360229,479.0417786,1333.631592,1568.035156,1838.186646,2142.202637,2457.187744,112.5677872,132.3530731,155.1557465,180.816803,207.4037476,4.594809055,5.006818295,6.993628502,6.142795086,7.892990112
KE202200000793,2022,793,1.770264626,2.014340878,2.298081398,2.624145269,2.952552557,4.615703106,4.843622684,6.952657223,6.957700729,9.419005394,47.91924286,45.34975815,43.95223236,45.26776505,43.87189865,14.64525509,14.35852146,13.9870224,14.31691265,13.92877579,NA,547.703125,0.091404289,0.104502492,0.120776966,0.115703478,0.143153742,0,0,0,0,0,10.58692932,1,0.131112561,0.039053664,0.09197896,0.305104971,0.213265076,0.43953374,36.52217102,35.26965714,34.83466339,35.6346817,34.75538254,0.127495781,0.061081853,7.051697731,0,7.04728651,0.153296381,0.091599882,0.017432738,0.031120282,0.072255991,0.098903529,0.050606772,0.008370253,0.015412503,0.042072143,35.53230667,35.82394409,35.71040344,35.91325378,35.5621376,28.19127655,28.62375641,28.69074059,28.72881889,28.57417488,20.88705254,21.46542358,21.72338104,21.59634018,21.63336182,0,25.12510109,25.18955994,25.71709442,26.00159645,25.63886833,5.811024189,6.03712368,5.887818336,5.834693432,5.723263741,26.82196236,29.24155045,40.93598175,40.59605026,53.90745163,65.63182068,101.2705765,222.4228821,175.3471069,315.3602295,28.15193558,28.7197113,29.93354988,29.44585419,29.3026886,29.44620514,29.03849983,29.39621925,30.22404861,30.8740921,29.49886131,29.01307487,171.4785156,15.05492306,18.47339249,22.6346035,12.63747883,21.8547287,85.23230743,100.2130203,117.4783783,136.90802,157.0386963,3.964398146,4.661193848,5.464254856,6.367983341,7.304318428,6.09704113,6.635247231,8.996035576,8.285442352,10.3396759
KE202200000794,2022,794,1.478830218,1.682724953,1.91975379,2.192138672,2.561849117,4.396921635,4.649112225,6.644522667,6.709438801,9.019278526,47.05291748,44.6485405,43.48767471,44.24565887,43.0262146,14.5795145,14.28936672,13.92330742,14.26002598,13.86888027,NA,591.4863281,0.090821214,0.104823962,0.120563537,0.12516354,0.144529745,0,0,0,0,0,10,1,0.058273051,0.042788144,0.098455116,0.320493847,0.231643364,0.463421911,36.67202759,35.3911438,35.13309097,35.70907974,34.78256989,0.095697351,0.034251448,6.912461758,0,5.698011875,0.145952478,0.083806366,0.016355479,0.030220155,0.070023604,0.092617981,0.045550913,0.007805139,0.014921971,0.04037641,35.60203934,35.8854599,35.77956009,35.99705124,35.63893509,28.29457474,28.72109413,28.79166603,28.84132004,28.68268204,21.02252579,21.59609413,21.85625076,21.7370224,21.77005196,0,26.29113579,26.13375092,26.77850723,27.17250061,26.53892326,5.848176956,6.069184303,5.919878483,5.873003483,5.756597519,25.71397591,28.21631813,39.33476639,39.40455627,51.92035675,67.14583588,104.3543777,226.7502441,175.562088,328.6725464,28.09856796,28.57025719,29.69868469,29.17470551,29.03088188,29.17248344,28.70397186,29.08672714,29.92332458,30.53250694,29.22533226,28.77165985,236.4101563,11.01421547,17.94784355,20.7045784,10.11314487,28.22924805,85.23001099,100.2103195,117.4752121,136.9043274,157.0344543,3.964398384,4.661193848,5.464255333,6.367983341,7.304318428,5.973216057,6.526375771,8.880641937,8.123879433,10.15333271
KE202200000795,2022,795,12.54383564,14.27332497,16.28386688,18.59430695,21.84503746,5.522311687,5.681843281,8.248193741,8.092932701,11.01623535,46.67279053,44.71905136,43.32241058,44.78181839,42.54833984,14.95682907,14.70215607,14.29500866,14.59480667,14.21731758,1,635.0976563,0.074299559,0.090435416,0.106390506,0.096483216,0.137978196,0,0,0,0,0,22.57453918,1,0.01194652,0.044048537,0.103723966,0.324368685,0.2797952,0.46604991,36.25318909,35.34394455,34.8229866,35.66531372,34.12773895,0.165701285,0.042601738,7.193190575,0,7.289860249,0.152976468,0.086957894,0.013438453,0.031058693,0.076313332,0.097733095,0.046767972,0.006371213,0.015343755,0.045946974,35.26969147,35.59836578,35.45635223,35.60654068,35.2768364,27.7707901,28.22121048,28.28287125,28.28437614,28.1404953,20.3128624,20.89620972,21.16134262,21.01173401,21.05952072,0,25.83358574,25.96884155,26.32356453,26.54880714,25.70713806,5.658940792,5.903327465,5.755411148,5.675202847,5.577430725,31.25043488,33.54178238,47.47174835,45.92903519,61.44229126,118.7720261,182.1062164,329.2371826,233.4374695,406.7759399,27.78762436,28.27835655,29.34053993,28.84951591,28.34954834,28.26034546,27.86696815,28.09112358,29.32208252,30.16638947,28.79705429,28.45142746,121.8466797,34.10834885,47.36759949,56.08673859,63.9773941,72.54091644,440.4884949,517.9102173,607.1392212,707.5534058,811.5905762,20.48577881,24.08642578,28.23619461,32.90615463,37.74460602,6.601613045,7.105003834,9.466220856,8.941900253,11.05268478
KE202200000796,2022,796,1.619308114,1.842571259,2.102116108,2.400375366,2.705942392,7.327421665,7.545879841,10.98731804,10.8039732,14.23475933,42.43111038,39.90701294,38.30899429,39.85972214,37.14908218,15.18327618,14.99058151,14.53731155,14.79891491,14.43342018,NA,929.0975952,0.113678724,0.179332688,0.187171638,0.160748035,0.234234095,0,0,0,0,0,16.33003044,1,0,0.046191663,0.092766918,0.265379012,0.239235863,0.402841419,33.64558792,32.47941589,31.55788803,32.62701416,30.83631897,0.281584263,0.041490108,6.694758415,0,6.698198318,0.207315907,0.117623098,0.015440513,0.034766212,0.099220544,0.142859504,0.066820391,0.007268876,0.017098257,0.060838386,33.96059036,34.3350563,34.16316605,34.27158356,33.95212936,26.3477726,26.80882454,26.86875153,26.84882927,26.70674133,18.77731514,19.34447289,19.62585449,19.47267151,19.51870728,0,24.86006355,25.05181694,24.80678177,25.39430618,24.52355385,5.33339119,5.580627918,5.427155972,5.326533794,5.248943806,39.08000565,42.11075211,59.62989044,57.54772949,74.717453,231.3577576,350.8377991,528.0666504,346.1619263,651.2601318,24.99105072,25.57754135,25.84024048,25.29799652,24.69702911,24.02345848,23.34396744,23.23370743,24.03630066,25.04945183,24.6241951,24.59988785,376.1044922,9.090621948,12.93201065,17.2270546,14.47660923,20.86723518,116.6444931,137.1463165,160.7747803,187.3651886,214.9149628,5.423936367,6.377265453,7.475982666,8.712429047,9.993486404,7.638417244,8.18398571,10.65663719,10.27469444,12.35207272
KE202200000797,2022,797,1.921276212,2.186173439,2.494118214,2.847996712,3.124230623,3.520393133,3.336898327,5.582160473,4.679456711,7.036681175,41.8558197,39.92602921,39.98490524,40.2122345,39.4655838,13.39295483,12.57531834,12.27615833,12.94269371,12.09379387,NA,727.0585938,0.070601016,0.098733105,0.101759151,0.089272566,0.121854343,0,0,0,0,0,10.4949913,1,0,0.039276075,0.09048631,0.271471709,0.191986993,0.441431403,33.33934402,32.2276001,32.42803574,32.68127441,32.29653549,0.034887504,0.019817548,1.954707503,0,1.069108248,0.152855217,0.063408732,0.086651437,0.099383511,0.094147772,0.098805539,0.034435093,0.048771068,0.058224503,0.056838874,34.90959167,34.95742035,34.88301468,35.2312355,34.57136917,28.19299698,28.64511108,28.72426224,28.74024963,28.50135994,21.5166378,22.38210297,22.6068573,22.28854179,22.4775753,0,24.82286644,24.52916718,24.87117004,25.15031242,25.12748909,5.526504517,5.708521366,5.561603069,5.717288971,5.454007626,19.45546913,19.04875565,31.04576111,26.75380516,38.37811279,120.5127945,240.8238525,302.6226807,307.8258057,364.2224426,27.54391098,28.20466805,28.06423187,26.65613747,26.55321884,26.28164291,25.99494171,25.86637878,26.79335785,26.99805832,26.89529037,26.92573166,212.7177734,19.2505722,24.41271782,27.78018188,20.61170578,40.04374695,143.8776245,169.1660309,198.3110809,231.1095734,265.0914307,6.703807831,7.882091522,9.240070343,10.76827717,12.35162163,5.653636932,5.370159149,8.821650505,6.988816261,10.11605453
KE202200000798,2022,798,20.785923,23.65179634,26.98339272,30.81193733,34.97292328,3.789561272,3.943012476,5.826002121,4.567914009,6.888283253,41.70238495,39.45051956,39.77468872,39.52781296,39.16812515,13.76497364,12.95338535,12.54622459,13.34231758,12.40455723,1,603.274353,0.10377273,0.137294784,0.135426044,0.120986976,0.171073213,0,0,0,0,0,28.14474297,1,0,0.046746116,0.108088739,0.279516518,0.208550036,0.442631572,33.97909164,32.83135223,33.11952972,33.10651016,32.81651306,0.052342087,0.052660234,1.788716316,0,1.238114476,0.123873979,0.045349021,0.050944511,0.066680595,0.069726676,0.074371152,0.023187982,0.026022956,0.037082296,0.038975619,34.84869766,34.87395859,34.77565002,35.23528671,34.48971558,27.93958282,28.37955856,28.48554611,28.54609489,28.26940155,21.08372498,21.92057228,22.22942734,21.89296913,22.08515739,0,26.25579643,26.21218681,26.46437454,26.68520927,26.46489716,5.393620014,5.552213669,5.387239456,5.572525978,5.305469036,20.43945313,21.89244843,31.38606834,25.45481873,36.54557419,157.1894073,366.1306763,382.0668945,405.7556763,468.3386841,28.06629944,28.56809425,28.50051498,26.92538071,27.01739883,26.74850273,26.28238487,26.16217613,27.09020615,27.30537224,27.32693481,27.40796089,327.6601563,37.57777405,37.41928864,49.99228287,57.22296143,69.16291809,600.0793457,705.5512695,827.1082764,963.9029541,1105.633301,27.97178078,32.88819504,38.55438614,44.93086243,51.53740692,5.676314831,5.69964838,8.922916412,6.881106377,10.13193989
KE202200000799,2022,799,16.16364479,18.39221764,20.9829483,23.96011925,24.71562576,3.093737602,3.342291355,4.823935986,4.063435555,5.706935406,34.47396469,33.34638977,33.58290482,32.8399086,32.91068268,13.56297779,12.69555855,12.23606777,13.07753181,12.16050339,1,381.6630859,0.012172348,0.032438889,0.029391143,0.020377373,0.07003665,0,0,0,0,0,21.20149994,1,0,0.03739702,0.110259295,0.272077888,0.206755742,0.467119753,30.05703926,29.65098381,29.87228012,29.55788231,29.798172,3.983876944,41.08628845,95.13629913,0,91.92305756,0.104687922,0.041853908,0.047099534,0.058177892,0.064176053,0.061166454,0.021865135,0.02385338,0.032122061,0.036081601,35.19153595,35.18922043,35.06676865,35.54823685,34.83221817,28.38397026,28.82148552,28.92877579,28.98951149,28.73357964,21.62855911,22.49366379,22.83069992,22.47070313,22.67171669,0,25.64011383,25.95557976,26.16165543,26.27585602,26.68565941,5.56014204,5.72978878,5.572844505,5.756886482,5.480222702,17.2016201,19.15062141,26.8830452,23.39273834,31.27527618,187.9691162,370.4847717,388.0144958,415.7581482,550.197998,29.02157974,29.55391312,30.22134399,29.55860901,29.35909081,29.09745216,28.80220413,28.55848885,29.59193039,29.99991035,29.33016586,28.96427345,257.2441406,69.82920837,65.86491394,76.54576111,88.98022461,88.93281555,499.473175,587.262207,688.4396362,802.3000488,920.2685547,25.55648422,30.04837608,35.22530746,41.05119324,47.08727264,5.213941097,5.359056473,8.037459373,6.54518795,9.199162483
KE202200000800,2022,800,19.23540306,21.88749504,24.97057152,28.51352692,29.47463608,10.18122292,9.833546638,14.3799448,13.29777622,19.88481331,40.65028763,38.08758163,35.89187241,37.08797455,32.192276,14.95868111,14.71284676,14.33010674,14.54917526,14.16899586,1,837.2978516,0.176942363,0.217072263,0.250391096,0.246844143,0.337445438,0,0,0,0,0,34.819767,1,0.919905245,0.03653001,0.096303925,0.361865371,0.443313152,0.452288359,31.50761986,30.39244652,28.84254646,30.01237297,26.70245361,21.15683937,5.984870911,26.44783401,6.05E-05,29.2953434,0.291217595,0.173943534,0.036349062,0.070084885,0.165679008,0.233632624,0.110798679,0.017920982,0.036957875,0.118901551,32.23501205,32.58476639,32.42160034,32.48252106,32.16134262,24.73067093,25.19952202,25.23598099,25.18491173,25.05590248,17.27633095,17.87191963,18.09149361,17.9333477,17.99234772,0.020531567,22.36495018,22.69731522,21.79321671,22.93677139,21.21263313,4.931698322,5.155540943,5.020949364,4.887326241,4.864713669,50.21072388,50.69725418,72.20096588,64.99057007,96.73392487,361.275116,517.4155273,641.2374268,544.5183716,1098.026367,24.53917503,25.31881332,25.29462433,24.65101051,24.35463905,23.70449066,22.76762199,22.58260727,23.59231186,24.33498573,23.91342735,23.90386391,77.45410156,184.4282227,580.4525757,604.4650269,505.4429626,511.2357788,553.2767334,650.5224609,762.5988159,888.7243042,1019.400513,25.72941589,30.25170326,35.46366882,41.32897186,47.40589905,9.027819633,9.319034576,12.33899879,11.08743286,14.32309532
KE202200000801,2022,801,9.23366642,10.50676441,11.9867487,13.68749142,15.29681396,7.325976849,6.984288692,10.49107742,9.107635498,14.84477139,45.28132629,42.46374893,40.38763809,41.07572937,38.26878357,13.93072987,13.51037312,13.25928879,13.55043411,13.12200546,1,653.8720703,0.142521217,0.155823261,0.208546355,0.188993052,0.260794669,0,0,0,0,0,29.77900124,6,3.024859428,0.043585878,0.089899972,0.361577332,0.393565297,0.410245061,34.91820145,33.6664238,32.73152924,33.12586594,31.41001511,2.728061676,0.062077396,29.3925972,0,14.66361523,0.210490882,0.097950131,0.057690326,0.093111582,0.132931948,0.151873484,0.053999044,0.029453766,0.052413251,0.087935373,33.38806534,33.66836166,33.5388031,33.6557312,33.32139969,26.39743996,26.8881073,26.88559151,26.85243034,26.73611069,19.45733452,20.15798569,20.27951431,20.10529518,20.19939232,0,24.5550766,24.86909676,25.07541656,25.17600632,24.55124855,5.319878578,5.55820322,5.426606178,5.384852409,5.284809113,38.97330856,38.82009506,56.93094635,49.04327393,78.45178223,139.4364166,197.8735352,304.0189514,176.0406342,432.8633423,26.92248344,27.72641754,28.32382965,27.5844326,26.92328262,26.44194603,26.0466423,26.50831413,27.46681213,27.70128441,26.73007584,26.56613541,185.9599609,77.28101349,89.61672974,104.2313156,107.9574127,129.902771,574.0994263,675.0050049,791.2993774,922.1716309,1057.765747,26.70916557,31.40365601,36.81408691,42.90273285,49.21105957,7.530043125,7.76884079,10.86470032,9.30120182,12.57596302
KE202200000802,2022,802,5.768427849,6.563754082,7.488325596,8.550807953,9.83286953,7.02566433,6.753200531,10.07944489,8.850159645,14.29006672,46.06352234,44.10839081,43.30908585,44.11923599,42.09238815,14.04079914,13.63412952,13.37115192,13.66704273,13.24564552,1,714.9931641,0.09633106,0.096427605,0.116650634,0.105833158,0.146407411,0,0,0,0,0,30.23176956,6,0.129262507,0.023480361,0.054485016,0.253367811,0.250329167,0.294829279,36.11927414,35.22434998,34.95500565,35.38201904,34.33123779,1.178839922,0.037040383,36.32853317,0,18.91855621,0.207743034,0.10478577,0.055670362,0.081746191,0.130392119,0.148875579,0.058778934,0.028479997,0.044830725,0.086467609,33.59451675,33.88007736,33.7469635,33.87320709,33.53965759,26.54810524,27.03909111,27.03825378,27.01076317,26.89236069,19.55371857,20.24594879,20.37581062,20.20616341,20.29401016,0,26.17502594,26.34031296,26.60092545,26.644804,26.57008553,5.372829914,5.609563351,5.474725246,5.426084995,5.33428812,37.74769974,37.88250732,55.18218994,48.02171707,76.22733307,116.1536331,174.6458893,288.9448547,144.2006683,405.2093201,26.60558701,27.37827873,27.4833889,26.86897469,26.42750549,25.95176888,25.58892822,26.04346848,26.79692078,26.90260315,26.20065117,26.05325508,127.1689453,56.05745697,227.3662567,250.694519,164.4888306,134.1433563,534.003418,627.8615723,736.0337524,857.765686,983.8897705,24.84299278,29.20947647,34.24187851,39.90511322,45.77267838,7.395477295,7.667634487,10.6977129,9.188583374,12.39654732
